track_name,artistas,track_popularity,track_album_name,playlist_genre,playlist_subgenre,followers,popularity,imagem_artista_url
Real Wild Child (Wild One),Iggy Pop,60,Blah-Blah-Blah,rock,permanent wave,,,
Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,60,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),r&b,neo soul,,,
Psycho (feat. Ty Dolla $ign),Post Malone,83,beerbongs & bentleys,r&b,urban contemporary,24460203.0,95.0,https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
whereucomefrom.,oofoe,49,double oo tape,rap,hip hop,,,
Me and You,Cotone,36,Me and You,edm,pop edm,,,
#Natural,Paty Cantú,50,#Natural,latin,latin hip hop,,,
Con Calma,Daddy Yankee,87,Con Calma,pop,indie poptimism,17713663.0,92.0,https://i.scdn.co/image/aadcc5ddaf244604d3c8126d634aedf2a272c4fd
Turn It Up,Subliminals,21,Turn It Up,edm,big room,,,
More Of Your Love,Justin Mylo,41,More Of Your Love,edm,progressive electro house,52429.0,57.0,https://i.scdn.co/image/efae4e4a67cd09f67420bd11001fba0fc7542e88
Happy With Me,HOLYCHILD,47,Mindspeak,pop,indie poptimism,,,
Nobody Else - Radio Edit,Scriss,24,Nobody Else,pop,dance pop,,,
I'm Blessed,Charlie Wilson,50,I'm Blessed,r&b,new jack swing,,,
It's Alright Now,Rahsaan Patterson,0,Love In Stereo,r&b,neo soul,,,
Baba O'Riley,The Who,22,Who's Next (Deluxe Edition),rock,classic rock,,,
Coming Over,Dillon Francis,62,This Mixtape is Fire.,pop,electropop,,,
Lifetime,Maxwell,49,Now,r&b,urban contemporary,146136.0,72.0,https://i.scdn.co/image/01dcbd84762dde71ca74330bed774349d67bc382
Ojos Que No Ven,Alexis y Fido,48,Down To Earth,latin,reggaeton,,,
Rock Rock (Till You Drop),Def Leppard,0,Rock Of Ages: The Definitive Collection,rock,hard rock,,,
Don't You Worry Child - Acoustic Version,Swedish House Mafia,58,Don't You Worry Child,latin,latin pop,,,
Dear Life,Anthony Hamilton,44,Step Up Soundtrack,r&b,neo soul,,,
Gonna Love Me,Teyana Taylor,70,K.T.S.E.,r&b,neo soul,,,
Mama Said Knock You Out (feat. Tech N9ne),Five Finger Death Punch,57,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",rock,hard rock,,,
Take the Highway,The Marshall Tucker Band,31,Greatest Hits,rock,classic rock,,,
In Da Club,50 Cent,1,Get Rich Or Die Tryin' (Explicit Version),rap,gangster rap,5985512.0,83.0,https://i.scdn.co/image/dd031b9c5d1b6eba4a691cd89c954255aae787f2
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,88,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),pop,indie poptimism,24460203.0,95.0,https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f
Low,Cracker,53,Kerosene Hat,rock,permanent wave,,,
"Strut - From ""The Cheetah Girls 2""",The Cheetah Girls,51,The Cheetah Girls 2,pop,post-teen pop,,,
Palace - Justin Caruso Remix,Hayley Kiyoko,32,Palace (Justin Caruso Remix),pop,indie poptimism,1149508.0,68.0,https://i.scdn.co/image/ee72c7f97b3f51af787a0956b884167394c880ee
Luv With U,BLENDER,34,Luv With U,latin,tropical,,,
Devil in Me,Anderson East,45,Delilah,r&b,neo soul,,,
Romeo and Juliet,Dire Straits,54,Making Movies,rock,permanent wave,,,
"Click, Clack - Get Back!",Ice Cube,24,"Laugh Now, Cry Later",rap,gangster rap,,,
Clocks (Bigroom Mix),Pat Farrell,1,Clocks,edm,progressive electro house,,,
Got To Give It Up (Pt. 1),Marvin Gaye,2,Anthology: The Best Of Marvin Gaye,r&b,urban contemporary,3321824.0,77.0,https://i.scdn.co/image/cf79bd3e5c787e2ec152eeb1ea5538b0d4cf1434
So What,P!nk,11,Funhouse,latin,latin hip hop,8409756.0,83.0,https://i.scdn.co/image/afc2d276d9c1b398d4f1048c20584f926296b9c0
Spell on Me,Chris Goldarg,17,Room 679,edm,electro house,,,
I Can Call You,Portrait,7,Greatest Hits,r&b,new jack swing,,,
Deep Inside,LOthief,0,Deep Inside,edm,electro house,24729.0,57.0,https://i.scdn.co/image/49080538424725ea32498855e25864f0c452028a
Gimme Love,Electric Mary,30,Mother,rock,hard rock,,,
What the F?!,Maurice West,38,What the F?!,edm,big room,,,
Cara de Diablo,Midel,66,Cara de Diablo,rap,trap,,,
Bum Bum Tam Tam - Kura Remix,MC Fioti,6,Bum Bum Tam Tam (Kura Remix),edm,progressive electro house,1269010.0,62.0,https://i.scdn.co/image/a4117aa493f93153fdef47ebb873b5ff8ff2751c
Seasons,Aso,46,Two / Seven EP,pop,indie poptimism,,,
Back In The Day,Erykah Badu,1,Worldwide Underground,r&b,neo soul,,,
Wild Church,Kungs,48,Layers,latin,tropical,654964.0,68.0,https://i.scdn.co/image/4cb2f80570390781aa74fe3df6724a5cee9d2fa0
If You Were Here,Thompson Twins,33,Quick Step And Side Kick,rock,permanent wave,,,
Reckless,Hardwell,57,Reckless,edm,progressive electro house,,,
Old Town Road - Remix,Lil Nas X,90,7 EP,pop,post-teen pop,3002087.0,82.0,https://i.scdn.co/image/12d5ab979779aa41e697ce823328d527e643e4cf
La Grange - 1999 Remaster,ZZ Top,55,Rancho Texicano: The Very Best of ZZ Top,rock,hard rock,,,
AmarElo (Sample: Sujeito de Sorte - Belchior),Emicida,61,AmarElo (Sample: Sujeito de Sorte - Belchior),latin,tropical,1483205.0,68.0,https://i.scdn.co/image/bab85acea577cfdf573b8fd6a7176737ee55f3bf
Put It On Me,Ja Rule,0,Pain Is Love (International Version),r&b,new jack swing,,,
Si Me Gano Un Grammy,Jon Z,73,Si Me Gano Un Grammy,rap,trap,2044993.0,75.0,https://i.scdn.co/image/0c6c4282aeb7eebfb21fda8883ade47f603a2c22
D.O.N,Rops1,52,D.O.N,rap,hip hop,,,
Build the Cities (feat. Kerli),Karma Fields,0,Build the Cities (feat. Kerli),edm,big room,,,
Fish (feat. Raekwon & Cappadonna),Ghostface Killah,48,Ironman,rap,gangster rap,502692.0,65.0,https://i.scdn.co/image/ee2180486a42e11b6a0dfafdba9e2dbb9297a9b3
Consejo de Amor,TINI,71,Quiero Volver,latin,latin pop,1202218.0,76.0,https://i.scdn.co/image/522ae3bf48a76dac19e0e79184da459f8f774001
I Know You Know,Esperanza Spalding,3,Esperanza,r&b,neo soul,250007.0,52.0,https://i.scdn.co/image/e4fb21241d414badae6057bce6c2e811d908dbb0
Nothing in Return,Monsune,52,Nothing in Return,pop,indie poptimism,,,
The Effects of Climate Change on Densely Populated Areas,People Under The Stairs,35,"Sincerely, the P",r&b,hip pop,,,
ocean.dance.,Fushou.,41,revelation.,rap,hip hop,,,
El Final,J Alvarez,46,"La Fama Que Camina, Vol. 2",rap,trap,,,
Faith (with Dolly Parton) [feat. Mr. Probz] - Jewelz & Sparks Remix,Galantis,46,Faith (with Dolly Parton) [feat. Mr. Probz] [Jewelz & Sparks Remix],edm,electro house,2920325.0,78.0,https://i.scdn.co/image/2df5fb887384d10f117938d67e09d955b7291821
Getaway,Henri Purnell,62,Getaway,edm,pop edm,,,
Sorry,Justin Bieber,81,Purpose (Deluxe),edm,pop edm,34403677.0,95.0,https://i.scdn.co/image/d745628f6659a715f0f69eed1508805849796e5e
Hold On,Jarami,48,Hold On,r&b,urban contemporary,,,
Swalla (feat. Nicki Minaj and Ty Dolla $ign) - After Dark Remix,Jason Derulo,38,Swalla (feat. Nicki Minaj and Ty Dolla $ign) [After Dark Remix],edm,pop edm,7565382.0,81.0,https://i.scdn.co/image/300b459748ce4d11ce1e222eb3d7dff8e854d6da
All In My Feelings,OYABUN,51,All In My Feelings,rap,hip hop,,,
Who's Crying Now,Journey,58,Escape,rock,classic rock,2857183.0,76.0,https://i.scdn.co/image/12e047ce48a870fad5852b82c81305d08be24513
With Or Without You - Kage Remix,Maddix,32,With Or Without You (Kage Remix),edm,progressive electro house,,,
Jovem Tralha,Felp 22,59,Jovem Tralha,rap,trap,,,
MINIMINI,2K,57,BORuto,rap,trap,,,
Don't Let Me Down,The Chainsmokers,81,Don't Let Me Down,pop,indie poptimism,15949888.0,88.0,https://i.scdn.co/image/960547a625bc2eb742bb3dd170cbc049d2e94cf9
Higher,The Saturdays,57,Headlines,pop,post-teen pop,,,
Psycho,Muse,69,Drones,rock,permanent wave,5728721.0,79.0,https://i.scdn.co/image/12450535621500d6e519275f2c52d49c00a0168f
November Blue,オメガトライブ,19,First Finale,rock,album rock,,,
On My Way,Alan Walker,83,On My Way,latin,tropical,20318624.0,87.0,https://i.scdn.co/image/c5c098af718b187525fb2f78527ebf89ea1b0466
About You,CCIITTYY,48,About You,r&b,hip pop,,,
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,83,"All I Want (From ""High School Musical: The Musical: The Series"")",r&b,hip pop,,,
Won't Get Fooled Again - Original Album Version,The Who,15,Who's Next (Deluxe Edition),rock,classic rock,,,
Never Seen the Rain,Tones and I,73,Never Seen the Rain,r&b,urban contemporary,,,
Jack Built,Animist,0,Misty EP,edm,progressive electro house,,,
Yellow Hearts,Ant Saunders,62,Yellow Hearts,latin,latin pop,50522.0,72.0,https://i.scdn.co/image/459c48f7a24c035b5f935ecc69a6317aaddf3c80
A Horse with No Name,America,77,America,rock,album rock,,,
Since You Been Gone,Rainbow,13,Down To Earth (Deluxe Edition),rock,hard rock,,,
Catalina,Merdan D,0,Catalina,latin,latin hip hop,,,
Flesh,A Split Second,0,Clásicos de la Fiesta,pop,electropop,,,
American Boyfriend,Kevin Abstract,58,American Boyfriend: A Suburban Love Story,r&b,neo soul,,,
Insecure,Jazmine Sullivan,63,Insecure,r&b,urban contemporary,,,
Money Dance,Rick Ross,0,Black Market (Deluxe),rap,southern hip hop,3963922.0,82.0,https://i.scdn.co/image/d385491147314cbbe2826da3a379902891f97213
The Logical Song - Remastered 2010,Supertramp,71,Breakfast In America (Deluxe Edition),rock,classic rock,,,
Toy Monster,Azerkd,18,Toy Monster,edm,big room,,,
Internet Friends - VIP,Knife Party,42,Haunted House,edm,big room,,,
Greed,Scarface,13,My Homies,rap,southern hip hop,,,
Tightrope (feat. Big Boi) - Big Boi Vocal Edit,Janelle Monáe,56,The ArchAndroid,pop,electropop,867353.0,70.0,https://i.scdn.co/image/01725ba396132ac8166d89d5c5d9b4afc3b83229
Ersatzteil,Feindflug,0,A Compilation 3,pop,electropop,,,
Será Que Eu Posso...,CortesiaDaCasa,47,Será Que Eu Posso...,r&b,hip pop,89309.0,54.0,https://i.scdn.co/image/a0f5d1a7eb01e3e3ddf5c5f8dd4bc918fa6ee8ed
Luv Motion,Juicy Cola,30,Luv Motion,edm,pop edm,,,
Geminiana,DAY,63,Geminiana,latin,tropical,,,
B Side,San Cisco,34,B Side,pop,indie poptimism,,,
Mama Dejame Fumar,Asilo 38,25,La Hoguera,rap,gangster rap,,,
Pulse,Creendo,33,Pulse,edm,electro house,,,
Down 75 (Intermission) [feat. Juran Ratchford],James Lewis,9,Layers,r&b,neo soul,,,
Give It to Me,Yellow Claw,47,Danger Days,edm,electro house,188.0,36.0,
Un Veneno,C. Tangana,61,Un Veneno,r&b,urban contemporary,875347.0,74.0,https://i.scdn.co/image/592d6e3bb5127890c1241a1cef879c8d6d6bad13
Satisfy You,Diddy,52,Forever,r&b,new jack swing,954324.0,75.0,https://i.scdn.co/image/605b9f65fff2dee52625aac975d146f13cc6bf1d
Good Nights (feat. Mascolo),Whethan,53,Good Nights (feat. Mascolo),pop,indie poptimism,171773.0,71.0,https://i.scdn.co/image/3a0e0601e74b03141762370fc88314ced8106be0
I Luv U,Sofia Carson,52,I Luv U,latin,latin pop,,,
Hit 'Em Up - Single Version,2Pac,65,Greatest Hits,rap,gangster rap,,,
Golden,BoyPanda,37,Golden,rap,trap,,,
Take Me with U,Prince,49,Purple Rain,r&b,new jack swing,,,
Me Quedaré Contigo,El Micha,51,Me Quedaré Contigo,latin,tropical,,,
Down,R.K.M & Ken-Y,62,Masterpiece: Nuestra Obra Maestra,latin,latin pop,,,
Embriágame,Zion & Lennox,55,Motivan2,latin,latin pop,4314664.0,83.0,https://i.scdn.co/image/3282a8030b1106bdf6fbe1029630ee65913a2e36
Beat Of Your Heart,Disco Fries,39,Beat Of Your Heart,edm,electro house,,,
Without You (feat. Delaney Kai),Eminence,30,Without You (feat. Delaney Kai),edm,progressive electro house,,,
Me llama,Beret,67,Me llama,latin,latin pop,,,
"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,64,Rocky IV,rock,album rock,,,
Call Me A Spaceman - Radio Edit,Hardwell,58,Call Me A Spaceman,edm,big room,,,
Shukar,Andra,52,Shukar,r&b,hip pop,,,
Stunt 101,G-Unit,0,Beg For Mercy (Explicit Version),rap,gangster rap,,,
Best Rapper Alive,Lil Wayne,50,Tha Carter II,rap,southern hip hop,9014297.0,89.0,https://i.scdn.co/image/df959d3993ded32689c465c1e6d0e96b612c1404
Speling,DJ DYLVN,60,Speling,latin,latin hip hop,,,
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,7,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),pop,electropop,6011093.0,83.0,https://i.scdn.co/image/093b23f613441e9b90070939795f3109386edbb4
Beautiful Trauma - Kat Krazy Remix,P!nk,33,Beautiful Trauma (The Remixes),edm,progressive electro house,8409756.0,83.0,https://i.scdn.co/image/afc2d276d9c1b398d4f1048c20584f926296b9c0
Unless We Forget - Original Mix,Jewelz,21,Unless We Forget,edm,progressive electro house,,,
Protect Ya Neck,Wu-Tang Clan,66,Enter The Wu-Tang (36 Chambers) [Expanded Edition],rap,gangster rap,,,
Fooled Around And Fell In Love,Elvin Bishop,60,Struttin' My Stuff,r&b,neo soul,,,
Tiimmy Turner,Almighty,40,Tiimmy Turner,latin,latin hip hop,248034.0,74.0,https://i.scdn.co/image/4f80f30ea222f19cfb12638db10d832ffdb80717
Who's That Girl?,Eve,62,Scorpion,r&b,hip pop,,,
Lo Que Tú y Yo Vivimos (feat. Gente de Zona) - Ao Vivo,Gusttavo Lima,64,O Embaixador in Cariri - Vol. 1 (Ao Vivo),latin,tropical,7672366.0,84.0,https://i.scdn.co/image/04055e9c513c6f7dc0bf8673d8e770b99506040d
To The Hilt,BANKS,0,The Altar,pop,indie poptimism,,,
Time to Find Someone,Bildjan,38,Time to Find Someone,edm,electro house,,,
Where Dem Dollas At (feat. DJ Paul & Juicy J),Gangsta Boo,34,Enquiring Minds,rap,southern hip hop,,,
The Line,Audax,44,The Line,edm,electro house,,,
The Screwed Up Click,DJ Screw & The Screwed Up Click,0,Fallen Soldiers,rap,southern hip hop,,,
It's All on U (feat. Liam O'Donnell),ILLENIUM,2,Ashes,edm,pop edm,840044.0,81.0,https://i.scdn.co/image/13f93bc1aa54c82eb6deed1637b5049150cc9379
The Zone,The Weeknd,61,Trilogy,r&b,urban contemporary,20105504.0,98.0,https://i.scdn.co/image/d9a875c37277c35b94c60c00d2cd256db098505d
Do My Thing,Estelle,39,All of Me,pop,electropop,186055.0,69.0,https://i.scdn.co/image/096472d14e73f69c619f5d580a9518c68a302677
Show Me Love,Above & Beyond,47,Balance,edm,progressive electro house,,,
Not Alone - REGGIO Remix,Sick Individuals,49,Not Alone (REGGIO Remix),edm,big room,,,
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,81,Honky Chateau,rock,classic rock,4952289.0,84.0,https://i.scdn.co/image/f50ae3e5cf3637c5f486b6205468c245644be36e
Straight Up Menace,Menace ll Society,0,Menace II Society (Music From The Motion Picture Soundtrack),rap,gangster rap,,,
The Message (feat. Melle Mel & Duke Bootee),Grandmaster Flash & The Furious Five,48,The Message,rap,southern hip hop,,,
Lullaby,doVicente,32,Lullaby,edm,electro house,,,
Mufasa,Azzi Memo,36,Trap 'n' Haus (Deluxe Edition),rap,gangster rap,54.0,34.0,
Can't Back Down,Demi Lovato,43,Camp Rock 2: The Final Jam,pop,post-teen pop,17019014.0,86.0,https://i.scdn.co/image/51e7125964a144d5720af2a4c693255bed18443e
Wake Me Up - Radio Edit,Avicii,25,True,rap,southern hip hop,17367694.0,86.0,https://i.scdn.co/image/81b19a403109c4fe528ee3972137127b85be9519
Fuik,Henkie T,61,Visionair,latin,latin hip hop,,,
Una Vaina Loca,Fuego,0,Una Vaina Loca,latin,reggaeton,,,
Thank U,Jamie Jones,0,Jamie Jones,r&b,neo soul,,,
Silly of Me,8 Graves,28,Silly of Me,pop,electropop,,,
Drake We Made It,Young Money,0,Young Money 2,r&b,urban contemporary,,,
Laura's Song 2 (feat. Von Pea & Che Grand),Donwill,20,One Word No Space,r&b,hip pop,,,
Sexy Love,Ne-Yo,4,In My Own Words,r&b,new jack swing,5213674.0,80.0,https://i.scdn.co/image/e5ffaa9e953d537f4d1c5585167c948cbcb68812
El Despertar,Nil Moliner,54,El Despertar,latin,latin pop,,,
Diddy Pop,Spol,0,Self Titled,rap,southern hip hop,,,
Don't Take It Personal (Just One of Dem Days),Monica,55,Miss Thang,r&b,new jack swing,,,
...Ready For It? - BloodPop® Remix,Taylor Swift,50,...Ready For It? (BloodPop® Remix),edm,pop edm,28516811.0,92.0,https://i.scdn.co/image/62b33d12e2b9a033cf77585f6e3d4b2c6b3a63a1
Mientes Tan Bien,Sin Bandera,65,Hasta Ahora,latin,latin pop,,,
Ten Feet Tall - Borgeous Remix,Afrojack,18,Ten Feet Tall (Remixes),edm,progressive electro house,3375550.0,76.0,https://i.scdn.co/image/903c3b850a41b7b8bfaa47625ea1d6477875f984
No Discussion,A.Heard,12,No Discussion,r&b,hip pop,,,
House Phone,Zookëper,48,House Phone,edm,electro house,,,
Call Me A Spaceman - Radio Edit,Hardwell,58,Call Me A Spaceman,edm,progressive electro house,,,
Misery,Eva Under Fire,0,Heavy on the Heart,rock,hard rock,,,
Every Little Thing I Do - Remix,Soul For Real,4,"The New Jack Swing Collection, Vol. 2",r&b,new jack swing,,,
How Do You Sleep?,Sam Smith,91,How Do You Sleep?,latin,latin pop,12451938.0,89.0,https://i.scdn.co/image/f9c59fff374544fb32293622bd8fce042c2756b4
Who We Are - Jacked Mix,The Smen,26,Who We Are (Jacked Mix),edm,electro house,,,
Tequila Sunrise,Cali Y El Dandee,71,Tequila Sunrise,latin,reggaeton,2421531.0,76.0,https://i.scdn.co/image/cfe9f22e3231486f6174277579047ea2c371ebff
Chillseekers,Chill Cole,15,Café Dreamer,latin,tropical,,,
Romantic,Karyn White,35,Ritual Of Love,r&b,new jack swing,,,
Гив ми мани,N1NT3ND0,17,N1NT3ND0,rap,gangster rap,,,
Sola,Manuel Turizo,66,Sola,latin,latin hip hop,5426238.0,84.0,https://i.scdn.co/image/b55824700d0a1cc8c532af9a56b5ecb152f1789d
Bad Things - With Camila Cabello,Machine Gun Kelly,6,Bad Things,pop,indie poptimism,2027274.0,82.0,https://i.scdn.co/image/5b23ea08515f988732474d4310e615356f19c21b
Lifeline,Homestead,35,Beacon - EP,rock,classic rock,,,
Una vez más,Lit Killah,0,Una vez más,rap,trap,,,
Best I Ever Had,Drake,72,Thank Me Later (Int'l Version),rap,hip hop,46297755.0,98.0,https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
Supalonely,BENEE,67,STELLA & STEVE,pop,dance pop,224934.0,83.0,https://i.scdn.co/image/abd8e6961a652fef88762676b74b6e7eaa876613
Ella Se Fue,Kinto Sol,60,La Sangre Nunca Muere,latin,latin hip hop,,,
The Kids Are Alright - Mono/Stereo Version,The Who,0,Greatest Hits,rock,classic rock,,,
Los Angeles (feat. Guè Pequeno),The Kolors,60,Los Angeles (feat. Guè Pequeno),r&b,hip pop,,,
Runnin' Thru The 7th With My Woadies,$uicideBoy$,72,$outh $ide $uicide,rap,trap,,,
You're The Reason Why,Aaron Taylor,46,The Long Way Home,r&b,neo soul,,,
Insomnia,Josh Le Tissier,45,Insomnia,edm,pop edm,,,
Throw Some D's,Rich Boy,56,Rich Boy,rap,hip hop,,,
In Between Days - 2006 Remaster,The Cure,53,The Head on the Door (Deluxed Edition),rock,permanent wave,,,
Besos Mojados,Wisin & Yandel,37,La Revolución - Evolution,latin,reggaeton,3541564.0,81.0,https://i.scdn.co/image/58f9d7a3987afb50f6acefd3cf575a999e6c4796
The Greatest,Sia,74,This Is Acting (Deluxe Version),latin,latin hip hop,16230814.0,86.0,https://i.scdn.co/image/652b6bb0dfaf8aa444f4414ee018699260e74306
Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,60,U Gotta Feel Me,rap,southern hip hop,,,
Big Time Rush,Big Time Rush,57,BTR,pop,post-teen pop,,,
Runnin' (Dying To Live),2Pac,45,Runnin' (Dying To Live),rap,gangster rap,,,
Friendly Candy,Burrito Brown,54,Honey Drop & Friendly Candy,rap,hip hop,,,
Ayer La Vi,Don Omar,57,Ayer La Vi,latin,latin hip hop,4036436.0,81.0,https://i.scdn.co/image/043aa595a838e80632c902d8397cb3232f299566
Right Next Door To Hell,Guns N' Roses,3,Use Your Illusion I,rock,album rock,16386563.0,82.0,https://i.scdn.co/image/80920b4fc80b6d970e2934eb8abe27014fc60632
Soul Sista,Bilal,3,1st Born Second,r&b,neo soul,,,
Get Upset,Soy Christmas,33,Spent - EP,pop,indie poptimism,,,
True Colours,Tom Odell,63,True Colours,pop,indie poptimism,1470182.0,71.0,https://i.scdn.co/image/0087fab725e81b2d4dc0428273b9864a82a16864
THE BADDEST FEMALE 나쁜 기집애,CL,0,THE BADDEST FEMALE,edm,pop edm,,,
SELECTA 19,JOYRYDE,58,SELECTA 19,edm,electro house,,,
We Are Never Ever Getting Back Together,Taylor Swift,74,Red (Big Machine Radio Release Special),pop,post-teen pop,28516811.0,92.0,https://i.scdn.co/image/62b33d12e2b9a033cf77585f6e3d4b2c6b3a63a1
Desde Que Te Conocí,Jonna Torres,37,Desde Que Te Conocí,rap,trap,,,
Don't Ask Me No Questions,Lynyrd Skynyrd,0,The Complete Collection,rock,classic rock,2697453.0,75.0,https://i.scdn.co/image/ae580d5ee491fc30bb9077018331e6c3e3ecd089
That Jazz,Coops,43,No Brainer,r&b,neo soul,,,
Upside Down,Diana Ross,65,Diana,r&b,urban contemporary,,,
Bad Bad Bad (feat. Lil Baby),Young Thug,81,So Much Fun,rap,hip hop,5093439.0,90.0,https://i.scdn.co/image/10ea494021e8341a2b5a8fcc8cd3b9a000cbc878
You Won’t Answer My Phone Calls but I Bet You’ll Listen to This Song so I Guess This Is the Only Way to Talk to You,Adam Jensen,47,You Won’t Answer My Phone Calls but I Bet You’ll Listen to This Song so I Guess This Is the Only Way to Talk to You,pop,indie poptimism,,,
Van Gogh,Tiacca,34,Van Gogh,latin,latin pop,,,
Solid Ground - Deepend Remix,Alex Vargas,27,Solid Ground (Deepend Remix),pop,indie poptimism,,,
Despacito - Remix,Luis Fonsi,76,Despacito Feat. Justin Bieber (Remix),latin,reggaeton,8340829.0,80.0,https://i.scdn.co/image/6004641991ca63396cccdd8553f9120d69ea58d0
Costa Rica,Bankrol Hayden,67,Costa Rica,edm,pop edm,,,
Cater 2 U,Destiny's Child,62,Destiny Fulfilled,r&b,hip pop,3977800.0,75.0,https://i.scdn.co/image/9c5f885d075e811cc9efa77d0f6c367701c5553e
Special K,Placebo,55,Black Market Music,rock,album rock,,,
Opium,Syndrome,50,Idolz,rap,hip hop,,,
Eazy-er Said Than Dunn,Eazy-E,50,Eazy-Duz-It,rap,gangster rap,,,
The Disease,Anti-Flag,53,The Disease,rock,hard rock,,,
Dale Caliente,Daddy Yankee,59,Barrio Fino (Bonus Track Version),latin,reggaeton,17713663.0,92.0,https://i.scdn.co/image/aadcc5ddaf244604d3c8126d634aedf2a272c4fd
Island,Swayday,35,Island,latin,tropical,,,
Can't Stop Your Lovin',Poolside,63,Can't Stop Your Lovin',pop,indie poptimism,,,
Ain't My Fault,Zara Larsson,69,So Good,pop,indie poptimism,7051441.0,83.0,https://i.scdn.co/image/4335f7f59f44a02afd4a94fed0bee7615414c88b
Adderall,Max Frost,61,Adderall,pop,indie poptimism,84177.0,57.0,https://i.scdn.co/image/19058da8f69f9e5b525f56f6a9344e69952c4e96
Dynamite - Original Mix,Hot Light,49,Dynamite,edm,electro house,,,
"Honey, I'm Good",Andy Grammer,54,Magazines or Novels,latin,latin hip hop,758868.0,77.0,https://i.scdn.co/image/a8660c4ae74a883067345f1bc0095b2c291d2e3c
Heartbeat - Radio Edit,John Dahlbäck,0,Heartbeat,edm,progressive electro house,,,
For Pete's Sake,Pete Rock & C.L. Smooth,34,Mecca And The Soul Brother,rap,southern hip hop,,,
Encanto,Don Omar,49,Encanto,latin,reggaeton,4036436.0,81.0,https://i.scdn.co/image/043aa595a838e80632c902d8397cb3232f299566
Carito,Carlos Vives,57,Dejame Entrar,latin,latin pop,3762829.0,74.0,https://i.scdn.co/image/88a422901eeafffce1c744202597b7dcf37fa7c2
Bang Ya Fucking Head,gizmo,29,Blvc Svnd X Gizmo,rap,gangster rap,,,
Feel Alive,Trazmo,38,Feel Alive,edm,pop edm,,,
Хасла,Бардак,19,Рандом,rap,gangster rap,,,
Take on the World,Jordan Matthew,31,Take on the World,edm,big room,,,
China Grove,The Doobie Brothers,67,The Captain And Me,rock,classic rock,,,
Empty,American Sin,43,American Sin,rock,hard rock,,,
All We Know,The Chainsmokers,70,All We Know,pop,electropop,15949888.0,88.0,https://i.scdn.co/image/960547a625bc2eb742bb3dd170cbc049d2e94cf9
Say It - Illenium Remix,Flume,62,Skin: The Remixes,edm,pop edm,1992626.0,78.0,https://i.scdn.co/image/0436e3871c9f88b8f83559a70fd8d2f22cb3fd01
Blow Job,UCLÃ,50,Blow Job,rap,trap,,,
The Outside Looking In,The Peach Fuzz,41,The Outside Looking In,pop,indie poptimism,,,
Daughters,John Mayer,68,Heavier Things,r&b,urban contemporary,4504539.0,84.0,https://i.scdn.co/image/093f63fe03e52d014286eb6e0afa9a099214cf65
"Me, Myself and I",Beyoncé,66,Dangerously In Love,r&b,urban contemporary,22612079.0,88.0,https://i.scdn.co/image/9fef2047e4e3f05031807d5fa9e121b7862ba259
Crawl Outta Love,ILLENIUM,63,Awake,edm,pop edm,840044.0,81.0,https://i.scdn.co/image/13f93bc1aa54c82eb6deed1637b5049150cc9379
Veera Thurandhara,Gana Bala,33,Kabali (Original Motion Picture Soundtrack),rap,hip hop,,,
2PAC,BROCKHAMPTON,48,SATURATION,r&b,urban contemporary,1365692.0,82.0,https://i.scdn.co/image/c5d8db5b41cdf04a63ab8dc30c4f92a9b9005263
I Follow Rivers,Lykke Li,42,I Follow Rivers,pop,indie poptimism,1330854.0,71.0,https://i.scdn.co/image/eebaf06a86ea9b59f8701fc95c5d39e1b441608c
Survival of the Fittest,Mobb Deep,68,The Infamous,rap,southern hip hop,,,
Coming Home,SWV,27,It's About Time,r&b,new jack swing,,,
Turbococco,Ghali,61,Turbococco,r&b,hip pop,2322144.0,76.0,https://i.scdn.co/image/4aabb9a80d52a32260afc11b25b3c7d3c7586446
Big City Life,Mattafix,65,Signs Of A Struggle,rap,southern hip hop,,,
Original (from Dolittle),Sia,72,Original (from Dolittle),r&b,hip pop,16230814.0,86.0,https://i.scdn.co/image/652b6bb0dfaf8aa444f4414ee018699260e74306
The Bomb (These Sounds Fall Into My Mind),The Bucketheads,50,All In The Mind,pop,dance pop,,,
L'amour Toujours (Small Mix),Gigi D'Agostino,69,L'Amour Toujour,pop,dance pop,410006.0,74.0,https://i.scdn.co/image/9db1326dca4965b2446bcc05975964e982aafbd9
'Till I Collapse,Eminem,16,The Eminem Show,rap,gangster rap,34482104.0,94.0,https://i.scdn.co/image/56f4762485066b4ef867b96e16775f2b5b4db277
